player_id,link,season
20801,/player/20801/cristiano-ronaldo/fifa17/,17
158023,/player/158023/lionel-messi/fifa17/,17
190871,/player/190871/neymar/fifa17/,17
176580,/player/176580/luis-su%C3%A1rez/fifa17/,17
167495,/player/167495/manuel-neuer/fifa17/,17
193080,/player/193080/de-gea/fifa17/,17
188545,/player/188545/robert-lewandowski/fifa17/,17
173731,/player/173731/gareth-bale/fifa17/,17
41236,/player/41236/zlatan-ibrahimovi%C4%87/fifa17/,17
192119,/player/192119/thibaut-courtois/fifa17/,17
183907,/player/183907/j%C3%A9r%C3%B4me-boateng/fifa17/,17
183277,/player/183277/eden-hazard/fifa17/,17
177003,/player/177003/luka-modri%C4%87/fifa17/,17
176635,/player/176635/mesut-%C3%B6zil/fifa17/,17
167664,/player/167664/gonzalo-higua%C3%ADn/fifa17/,17
164240,/player/164240/thiago-silva/fifa17/,17
155862,/player/155862/sergio-ramos/fifa17/,17
153079,/player/153079/sergio-ag%C3%BCero/fifa17/,17
195864,/player/195864/paul-pogba/fifa17/,17
194765,/player/194765/antoine-griezmann/fifa17/,17
192985,/player/192985/kevin-de-bruyne/fifa17/,17
188350,/player/188350/marco-reus/fifa17/,17
184941,/player/184941/alexis-s%C3%A1nchez/fifa17/,17
182521,/player/182521/toni-kroos/fifa17/,17
182493,/player/182493/diego-god%C3%ADn/fifa17/,17
178603,/player/178603/mats-hummels/fifa17/,17
167948,/player/167948/hugo-lloris/fifa17/,17
138956,/player/138956/giorgio-chiellini/fifa17/,17
120533,/player/120533/pepe/fifa17/,17
48940,/player/48940/petr-%C4%8Dech/fifa17/,17
1179,/player/1179/gianluigi-buffon/fifa17/,17
41,/player/41/iniesta/fifa17/,17
200389,/player/200389/jan-oblak/fifa17/,17
198710,/player/198710/james-rodr%C3%ADguez/fifa17/,17
188567,/player/188567/pierre-emerick-aubameyang/fifa17/,17
184344,/player/184344/leonardo-bonucci/fifa17/,17
181872,/player/181872/arturo-vidal/fifa17/,17
168651,/player/168651/ivan-rakiti%C4%87/fifa17/,17
168542,/player/168542/david-silva/fifa17/,17
162835,/player/162835/samir-handanovi%C4%8D/fifa17/,17
152729,/player/152729/piqu%C3%A9/fifa17/,17
9014,/player/9014/arjen-robben/fifa17/,17
211110,/player/211110/paulo-dybala/fifa17/,17
199556,/player/199556/marco-verratti/fifa17/,17
197445,/player/197445/david-alaba/fifa17/,17
192883,/player/192883/henrikh-mkhitaryan/fifa17/,17
192563,/player/192563/bernd-leno/fifa17/,17
190460,/player/190460/christian-eriksen/fifa17/,17
189596,/player/189596/thomas-m%C3%BCller/fifa17/,17
189511,/player/189511/sergio-busquets/fifa17/,17
189509,/player/189509/thiago/fifa17/,17
189332,/player/189332/jordi-alba/fifa17/,17
189242,/player/189242/coutinho/fifa17/,17
183898,/player/183898/%C3%A1ngel-di-mar%C3%ADa/fifa17/,17
179844,/player/179844/diego-costa/fifa17/,17
179813,/player/179813/edinson-cavani/fifa17/,17
178518,/player/178518/radja-nainggolan/fifa17/,17
176676,/player/176676/marcelo/fifa17/,17
173210,/player/173210/claudio-marchisio/fifa17/,17
171877,/player/171877/marek-ham%C5%A1ik/fifa17/,17
168609,/player/168609/miranda/fifa17/,17
165153,/player/165153/karim-benzema/fifa17/,17
162895,/player/162895/cesc-f%C3%A0bregas/fifa17/,17
156616,/player/156616/franck-rib%C3%A9ry/fifa17/,17
139720,/player/139720/vincent-kompany/fifa17/,17
137186,/player/137186/andrea-barzagli/fifa17/,17
202126,/player/202126/harry-kane/fifa17/,17
197781,/player/197781/isco/fifa17/,17
193301,/player/193301/alexandre-lacazette/fifa17/,17
193041,/player/193041/keylor-navas/fifa17/,17
192505,/player/192505/romelu-lukaku/fifa17/,17
186942,/player/186942/i-lkay-g%C3%BCndo%C4%9Fan/fifa17/,17
184087,/player/184087/toby-alderweireld/fifa17/,17
180403,/player/180403/willian/fifa17/,17
180206,/player/180206/miralem-pjani%C4%87/fifa17/,17
