player_id,link,season
158023,/player/158023/lionel-messi/fifa19/,19
20801,/player/20801/cristiano-ronaldo/fifa19/,19
190871,/player/190871/neymar-jr/fifa19/,19
200389,/player/200389/jan-oblak/fifa19/,19
192985,/player/192985/kevin-de-bruyne/fifa19/,19
183277,/player/183277/eden-hazard/fifa19/,19
177003,/player/177003/luka-modri%C4%87/fifa19/,19
176580,/player/176580/luis-su%C3%A1rez/fifa19/,19
202126,/player/202126/harry-kane/fifa19/,19
193080,/player/193080/de-gea/fifa19/,19
188545,/player/188545/robert-lewandowski/fifa19/,19
182493,/player/182493/diego-god%C3%ADn/fifa19/,19
168542,/player/168542/david-silva/fifa19/,19
155862,/player/155862/sergio-ramos/fifa19/,19
138956,/player/138956/giorgio-chiellini/fifa19/,19
215914,/player/215914/ngolo-kant%C3%A9/fifa19/,19
211110,/player/211110/paulo-dybala/fifa19/,19
209331,/player/209331/mohamed-salah/fifa19/,19
203376,/player/203376/virgil-van-dijk/fifa19/,19
194765,/player/194765/antoine-griezmann/fifa19/,19
192448,/player/192448/marc-andr%C3%A9-ter-stegen/fifa19/,19
189511,/player/189511/sergio-busquets/fifa19/,19
182521,/player/182521/toni-kroos/fifa19/,19
179813,/player/179813/edinson-cavani/fifa19/,19
153079,/player/153079/sergio-ag%C3%BCero/fifa19/,19
231747,/player/231747/kylian-mbapp%C3%A9/fifa19/,19
201024,/player/201024/kalidou-koulibaly/fifa19/,19
195864,/player/195864/paul-pogba/fifa19/,19
192119,/player/192119/thibaut-courtois/fifa19/,19
190460,/player/190460/christian-eriksen/fifa19/,19
188567,/player/188567/pierre-emerick-aubameyang/fifa19/,19
188350,/player/188350/marco-reus/fifa19/,19
178603,/player/178603/mats-hummels/fifa19/,19
167948,/player/167948/hugo-lloris/fifa19/,19
167495,/player/167495/manuel-neuer/fifa19/,19
164240,/player/164240/thiago-silva/fifa19/,19
162835,/player/162835/samir-handanovi%C4%8D/fifa19/,19
152729,/player/152729/piqu%C3%A9/fifa19/,19
212831,/player/212831/alisson/fifa19/,19
208722,/player/208722/sadio-man%C3%A9/fifa19/,19
205600,/player/205600/samuel-umtiti/fifa19/,19
202652,/player/202652/raheem-sterling/fifa19/,19
201399,/player/201399/mauro-icardi/fifa19/,19
200145,/player/200145/casemiro/fifa19/,19
200104,/player/200104/heung-min-son/fifa19/,19
198710,/player/198710/james-rodr%C3%ADguez/fifa19/,19
198219,/player/198219/lorenzo-insigne/fifa19/,19
197781,/player/197781/isco/fifa19/,19
193041,/player/193041/keylor-navas/fifa19/,19
192387,/player/192387/ciro-immobile/fifa19/,19
189509,/player/189509/thiago/fifa19/,19
189332,/player/189332/jordi-alba/fifa19/,19
184087,/player/184087/toby-alderweireld/fifa19/,19
175943,/player/175943/dries-mertens/fifa19/,19
172871,/player/172871/jan-vertonghen/fifa19/,19
168651,/player/168651/ivan-rakiti%C4%87/fifa19/,19
167664,/player/167664/gonzalo-higua%C3%ADn/fifa19/,19
135507,/player/135507/fernandinho/fifa19/,19
232363,/player/232363/milan-%C5%A1kriniar/fifa19/,19
222492,/player/222492/leroy-san%C3%A9/fifa19/,19
218667,/player/218667/bernardo-silva/fifa19/,19
212622,/player/212622/joshua-kimmich/fifa19/,19
212218,/player/212218/aymeric-laporte/fifa19/,19
210257,/player/210257/ederson/fifa19/,19
201942,/player/201942/roberto-firmino/fifa19/,19
